phone,email,ok,vk,vid,gaid,idfa
79694130178,,27340209135,395722,93694580809,6f1db8a3-0e14-4254-9810-4ab52e08061e,3e732bf6-26dc-11f0-a321-eaf2355e009b
79940311311,,,932609,95384235989,eed301ca-459c-4306-8c95-e6d3122f6f78,3e732d18-26dc-11f0-a321-eaf2355e009b
79224821454,,77761867400,531817,85979761272,549338ba-5440-45ea-a20b-f5ff70c5b0d5,
79130366848,example234@gmail.com,59442987594,414411,11688413214,c2fd342a-bf18-45f0-95da-169c7c170429,
79851602737,,86675945666,204668,66896190328,1d874f10-2ae2-4b78-b9b1-beb86d1c6b40,3e733010-26dc-11f0-a321-eaf2355e009b
79348633491,example236@gmail.com,,806277,90743500989,3f4d0e65-0566-49d8-830f-c19340e4b3d8,3e733100-26dc-11f0-a321-eaf2355e009b
79740031591,example237@gmail.com,17394055235,167295,,cc4294b7-466c-4f7c-a9a0-a7785f50c4bd,
79205217179,example238@mail.ru,83208754149,,58605200953,eb69351e-2318-4baa-9505-bcb475c2535a,3e73331c-26dc-11f0-a321-eaf2355e009b
79710660382,example239@gmail.com,,580026,,,3e733448-26dc-11f0-a321-eaf2355e009b
79416569092,example240@mail.ru,14907309664,152246,,0aa677f8-ef8d-4973-ad2d-537a7eca03a0,3e73354c-26dc-11f0-a321-eaf2355e009b
79467867282,example241@mail.ru,83359140596,,,,
79167666111,example242@yandex.ru,,184657,,f12ecb59-7da1-477e-86c5-aa11b3b1c0f1,
,example243@yandex.ru,44207896853,854652,91006976772,2172bbd3-33d5-4892-a093-e1584fdcca18,
79750710990,example244@mail.ru,26078615489,361069,91572312118,81933c00-8ef0-4f40-a80a-b8492bbcaaac,3e73372c-26dc-11f0-a321-eaf2355e009b
,example245@yandex.ru,41124870319,637450,54203226568,0357c8e1-c19f-44a6-b426-bc7422689d8b,
79637448923,example246@yandex.ru,89247627868,222216,52413542427,,
,example247@yandex.ru,81758644159,844108,,488b6cc0-03a5-4ef7-be63-bbde88b6ae3f,3e733984-26dc-11f0-a321-eaf2355e009b
79116774966,example248@mail.ru,,496503,90134244002,cc3dfa51-5c36-4c69-89ab-523583dfae4b,3e733a74-26dc-11f0-a321-eaf2355e009b
79891373683,example249@gmail.com,40816418289,194694,,8d3fa8f9-253e-4cec-84c0-2778c7801f04,
,example250@yandex.ru,96552012414,516519,98331138974,13d24401-d04f-4209-bbbf-99d24d2f918b,3e733bb4-26dc-11f0-a321-eaf2355e009b
